 0.34348372 -0.54635185 -0.39791009 -0.24933255 -0.30583003  0.51912171
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
-0.33820665 -0.54622245  0.04339693  0.46181807 -0.38424543 -0.47376525
 0.4702445   0.12085478 -0.34487739  0.40094647  0.58191144  0.38202721
 0.34348372 -0.54635185 -0.39791009 -0.24933255 -0.30583003  0.51912171
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
-0.40771496  0.45881203 -0.49713477  0.28678775  0.49437881  0.22239506
-0.25755912  0.12246595  0.62319809  0.32891229  0.02942858  0.64903015
-0.03729961  0.05867832 -0.49049419  0.16291364  0.56130403 -0.64263362
0  0  0  0  0  0
-0.39527896  0.19775978  0.60257041 -0.35737422 -0.40149769 -0.39068893
 0.47722638 -0.06542767  0.66435963  0.3240546   0.20914538  0.42171937
 0.34348372 -0.54635185 -0.39791009 -0.24933255 -0.30583003  0.51912171
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
-0.33820665 -0.54622245  0.04339693  0.46181807 -0.38424543 -0.47376525
 0.74292201 -0.5219034   0.39351439 -0.11131714 -0.02859671 -0.08729805
 0.3852948  -0.52147472  0.53692371 -0.02353109 -0.24129499 -0.48223239
 0.4702445   0.12085478 -0.34487739  0.40094647  0.58191144  0.38202721
-0.7073102   0.41317064 -0.29563051  0.35647011  0.00700968  0.3383562
-0.50262958  0.37224659  0.41842312 -0.48186889 -0.43362758 -0.11613583
 0.34348372 -0.54635185 -0.39791009 -0.24933255 -0.30583003  0.51912171
 0.0823436  -0.49329093  0.55130887 -0.63612264 -0.17956716 -0.09510913
-0.19053322  0.02794831 -0.66945094  0.13922673  0.63195771 -0.30983368
-0.61828715 -0.34719631 -0.21761632 -0.20119143 -0.62834537  0.12051155
-0.33305964  0.18298185 -0.39726016  0.76322383  0.3394382   0.00666379
0  0  0  0  0  0
