-0.7073102   0.41317064 -0.29563051  0.35647011  0.00700968  0.3383562
-0.61828715 -0.34719631 -0.21761632 -0.20119143 -0.62834537  0.12051155
 0.3852948  -0.52147472  0.53692371 -0.02353109 -0.24129499 -0.48223239
-0.59589636 -0.06488588  0.54470235 -0.53022653  0.08650844 -0.23531391
 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
 0.73986512  0.34329835  0.26837587  0.16502817  0.29213291  0.38748455
 0.34348372 -0.54635185 -0.39791009 -0.24933255 -0.30583003  0.51912171
-0.59589636 -0.06488588  0.54470235 -0.53022653  0.08650844 -0.23531391
 0.73986512  0.34329835  0.26837587  0.16502817  0.29213291  0.38748455
