-0.40771496  0.45881203 -0.49713477  0.28678775  0.49437881  0.22239506
 0.74292201 -0.5219034   0.39351439 -0.11131714 -0.02859671 -0.08729805
-0.40771496  0.45881203 -0.49713477  0.28678775  0.49437881  0.22239506
-0.39527896  0.19775978  0.60257041 -0.35737422 -0.40149769 -0.39068893
 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
-0.59589636 -0.06488588  0.54470235 -0.53022653  0.08650844 -0.23531391
 0.01878993 -0.61494124 -0.14932379 -0.05836105 -0.60591692 -0.47817934
-0.50262958  0.37224659  0.41842312 -0.48186889 -0.43362758 -0.11613583
 0.3852948  -0.52147472  0.53692371 -0.02353109 -0.24129499 -0.48223239
 0.3852948  -0.52147472  0.53692371 -0.02353109 -0.24129499 -0.48223239
